Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),90.58,4988.34,Yes
Male,0,No,Yes,42,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18,779.86,No
Female,0,No,Yes,47,No,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.72,3997.81,Yes
Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),69.29,4026.95,No
Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.47,1100.51,Yes
Male,0,Yes,No,68,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.95,5070.73,No
Male,0,Yes,No,53,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.09,3494.62,No
Male,0,No,No,34,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,70.31,2505.36,Yes
Male,0,No,No,24,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,31.68,772.98,No
Male,0,Yes,No,20,Yes,No,DSL,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,45.46,945.73,No
Male,0,No,No,69,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,118.32,8571.54,Yes
Male,0,No,Yes,30,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),85.19,2528.09,Yes
Male,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,96.82,661.12,Yes
Male,0,Yes,No,36,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.64,1904.86,No
Female,0,No,No,38,Yes,No,DSL,No,No,No,No internet service,No,Yes,Two year,No,Mailed check,67.38,2564.33,No
Female,0,Yes,No,52,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),80.8,4246.17,Yes
Male,0,Yes,No,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,101.17,1513.37,Yes
Female,0,Yes,No,46,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),60.42,2747.98,No
Female,0,No,Yes,23,No,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,79.31,1763.62,Yes
Male,0,Yes,Yes,12,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.32,1029.82,Yes
Female,0,Yes,Yes,44,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,93.05,3924.39,Yes
Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),58.95,916.53,Yes
Male,0,No,Yes,49,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,103.45,4839.37,Yes
Male,0,No,No,21,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),22.33,463.33,No
Female,1,Yes,No,15,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),31.12,448.13,No
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),79.42,1142.45,No
Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,78.63,3240.62,Yes
Male,1,No,No,15,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),57.95,835.62,Yes
Male,0,Yes,No,63,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Two year,Yes,Electronic check,51.73,3269.25,No
Male,1,No,No,68,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,52.13,3692.4,No
Female,0,No,No,27,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,38.03,1068.77,No
Male,1,No,Yes,53,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,63.65,3289,No
Male,0,Yes,No,52,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),18.32,973.57,No
Female,0,No,No,63,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,98.96,5941.64,Yes
Male,0,No,No,53,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.46,3903.19,No
Male,0,No,No,57,No,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),103.81,5916.86,Yes
Female,0,Yes,No,52,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),69.83,3532.67,No
Female,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),63.88,2828.77,No
Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),68.76,502.07,Yes
Female,0,No,No,42,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.01,1756.8,No
Male,0,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),27.7,107.84,No
Male,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),35.46,2431.95,No
Female,1,Yes,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,52.21,262.7,Yes
Male,0,No,No,41,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,38.5,1644.15,No
Male,1,No,Yes,4,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),105.46,438.37,Yes
Male,0,No,No,2,No,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),43.84,88.88,No
Male,0,No,No,67,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.81,5021.42,No
Male,0,Yes,No,21,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),82.53,1782.23,Yes
Male,0,No,No,70,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),102.12,6935.84,Yes
Male,0,Yes,No,43,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,85.45,3845.27,Yes
Male,0,No,Yes,69,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,No,Mailed check,59.8,3922.3,No
Female,0,No,No,9,Yes,No phone service,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),116.18,1052.92,Yes
Female,1,No,No,28,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,27.68,743.14,No
Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,36.8,947.96,No
Female,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),71.6,217.7,Yes
Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),67.58,3374.2,No
Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),89.51,1565.12,Yes
Female,0,No,No,63,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.82,4439.71,No
Female,0,Yes,No,55,Yes,No,DSL,No,No,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),76.07,4079.81,No
Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),94.88,2267.18,Yes
Male,0,Yes,Yes,34,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,69.22,2426.7,Yes
Male,0,Yes,No,69,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.39,5691.62,No
Male,0,No,Yes,15,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),42.33,655.68,No
Male,1,No,No,47,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.31,2181,No
Female,0,Yes,Yes,3,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,91.43,278.05,Yes
Female,0,No,Yes,28,No,No,No,No,No,No,No,No,No,One year,No,Electronic check,68.63,1879.71,Yes
Male,0,No,No,3,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,70.08,212.48,Yes
Female,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.19,173.98,Yes
Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),52.74,1663.71,No
Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.6,3326.84,Yes
Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,One year,Yes,Electronic check,55.97,3444.06,No
Male,0,No,No,45,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Two year,No,Electronic check,39.14,1782.07,No
Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,39.49,1419.34,No
Male,0,No,No,65,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,45.88,3049.33,No
Male,0,No,Yes,9,No,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),54.83,483.64,Yes
Male,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),56.7,941.96,Yes
Male,0,Yes,No,65,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,112.05,7204.43,Yes
Female,0,No,No,3,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,92.73,264.61,Yes
Male,0,No,Yes,26,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,73.91,2011.81,Yes
Female,0,Yes,Yes,53,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,120,6380.56,Yes
Male,1,Yes,Yes,31,No,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),61.53,1959.6,Yes
Female,0,No,No,26,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.26,2010.86,Yes
Male,0,Yes,No,23,No,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.86,1764.24,Yes
Male,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),79.18,2391.36,Yes
Female,0,No,No,10,No,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,42.55,422.27,No
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,55.87,4211.97,No
Female,0,Yes,No,64,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Two year,Yes,Electronic check,40.65,2600,No
Male,0,Yes,Yes,22,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.23,1725.81,Yes
Male,0,No,No,15,Yes,No,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),65.1,929.17,Yes
Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),18,987.99,No
Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,80.41,1670.71,Yes
Female,0,Yes,Yes,47,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.5,3447.52,No
Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,116.13,6177.51,Yes
Male,0,Yes,No,53,No,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,92.81,5115.77,Yes
Female,0,No,No,1,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,98.39,,Yes
Male,0,No,Yes,2,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,31.13,62.67,No
Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),98.55,5648.54,Yes
Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.15,1137.34,Yes
Female,0,Yes,No,62,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,44.24,2693.23,No
Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,18,1281.16,No
Male,1,Yes,No,12,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,104.4,1311.22,Yes
Female,0,No,No,26,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.46,1410.9,No
Male,0,No,No,27,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,61.33,1590.54,Yes
Female,0,No,No,29,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),74.63,2065.43,Yes
Male,0,Yes,No,15,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,120,1767.61,Yes
Male,0,No,Yes,46,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),58.22,2650.86,No
Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,64.54,64.54,Yes
Male,1,Yes,No,60,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,94.06,5671.33,Yes
Male,0,No,No,57,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,56.63,3254.8,No
Male,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),40.06,123.2,No
Male,0,Yes,No,18,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,18,339.42,No
Female,0,Yes,No,52,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,105.09,5529.9,Yes
Male,0,No,No,60,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),72.16,4161.46,No
Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,81.38,2653.07,Yes
Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),50.41,3108.55,No
Female,0,No,No,26,Yes,No,DSL,No,No,No internet service,No,No internet service,No,One year,Yes,Electronic check,85.39,2253.52,Yes
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),47.49,3303.68,No
Female,0,Yes,Yes,19,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,69.88,1294.97,Yes
Male,0,Yes,No,22,No,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,68.23,1538.62,Yes
Male,0,No,No,33,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,98.88,3284.63,Yes
Male,0,No,No,38,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,84.41,3234.84,Yes
Female,0,Yes,No,35,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),46.2,1570.11,No
Female,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.04,5635.48,No
Female,1,No,No,10,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,53.99,554.51,Yes
Male,1,Yes,Yes,15,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,40.63,632.93,No
Female,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,81.53,918.06,Yes
Female,1,Yes,No,24,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),70.82,1712.66,Yes
Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,29.12,118.5,No
Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,49.54,643.06,No
Female,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.36,4843.53,Yes
Female,0,Yes,No,37,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,76.67,2945.21,Yes
Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,77.93,3752.84,Yes
Male,0,No,No,71,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,120,8600.36,Yes
Female,0,No,Yes,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.88,94.88,Yes
Male,0,No,No,60,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Two year,No,Electronic check,61.5,3868.97,No
Male,0,Yes,No,12,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),52.88,640.04,Yes
Male,0,Yes,No,21,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.6,892.95,No
Female,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.21,557.46,Yes
Female,0,No,No,44,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),18,826.63,No
Female,1,No,No,58,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,28.52,1619.14,No
Male,1,Yes,Yes,44,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,84.73,3914.25,Yes
Female,0,Yes,No,34,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,111.04,3618.42,Yes
Male,1,No,No,25,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.66,1677.85,Yes
Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),43.92,175.95,No
Male,1,Yes,Yes,64,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,18,1123.82,No
Male,0,No,No,16,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.12,1941.27,Yes
Male,0,No,Yes,10,Yes,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24.84,251.36,No
Male,0,Yes,Yes,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.84,1338.33,No
Female,0,Yes,No,35,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),56.08,1940.04,No
Female,0,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.73,390.84,Yes
Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,65.31,1215.79,Yes
Female,0,Yes,No,59,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,39.35,2409.78,No
Male,0,Yes,No,53,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,77.47,3968.64,No
Female,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),49.35,385.5,Yes
Female,0,Yes,No,10,Yes,Yes,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),50.09,483.11,Yes
Female,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,56.64,3644.67,No
Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.69,1664.31,No
Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.37,833.35,No
Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,29.33,422.1,No
Male,0,No,Yes,23,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,31.85,711.53,No
Male,1,No,Yes,46,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,78.68,3536.62,Yes
Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),76.97,2180.83,Yes
Female,0,Yes,No,26,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.94,1516.76,No
Female,1,No,No,10,No,No,DSL,No,No,No,No internet service,No,No,Two year,Yes,Mailed check,58.43,599.02,Yes
Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),100.03,4470.4,Yes
